title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo for sale,,San Francisco,CA,94123,"$2,497,000 ","3 bds, 3.0 ba ,2100 sqft",Compass,https://www.zillow.com/homedetails/2429-Franklin-St-San-Francisco-CA-94123/15072188_zpid/
New construction,,San Francisco,CA,94123,"$1,450,000+","1 bds, 1.0 ba ,913 sqft",,https://www.zillow.com/community/union-house/2080127400_zpid/
New construction,,San Francisco,CA,94123,"$3,125,000 ","3 bds, 3.0 ba ,2073 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/2448-Lombard-St-214-San-Francisco-CA-94123/2074185622_zpid/
House for sale,,San Francisco,CA,94123,"$825,000 ","1 bds, 1.0 ba ,806 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1890-Jefferson-St-APT-203-San-Francisco-CA-94123/2139128902_zpid/
Condo for sale,,San Francisco,CA,94123,"$799,000 ","0 bds, 1.0 ba ,None sqft",Compass SF,https://www.zillow.com/homedetails/3825-Scott-St-APT-304-San-Francisco-CA-94123/15079578_zpid/
House for sale,,San Francisco,CA,94123,"$2,598,000 ","3 bds, 3.0 ba ,2260 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/138-Cervantes-Blvd-San-Francisco-CA-94123/15069863_zpid/
New construction,,San Francisco,CA,94123,"$14,500,000 ","6 bds, 6.0 ba ,7195 sqft",Compass,https://www.zillow.com/homedetails/1848-Green-St-San-Francisco-CA-94123/2094384139_zpid/
House for sale,,San Francisco,CA,94123,"$5,500,000 ","10 bds, 7.0 ba ,5890 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2520-Gough-St-San-Francisco-CA-94123/2075153977_zpid/
Condo for sale,,San Francisco,CA,94123,"$1,995,000 ","3 bds, 3.0 ba ,1717 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1738-Lombard-St-APT-8-San-Francisco-CA-94123/63196580_zpid/
Condo for sale,,San Francisco,CA,94123,"$899,000 ","1 bds, 1.0 ba ,684 sqft",,https://www.zillow.com/homedetails/2774-Union-St-APT-4-San-Francisco-CA-94123/15080506_zpid/
Condo for sale,,San Francisco,CA,94123,"$4,380,000 ","2 bds, 3.0 ba ,1562 sqft",,https://www.zillow.com/homedetails/1501-Filbert-St-APT-7D-San-Francisco-CA-94123/125308717_zpid/
House for sale,,San Francisco,CA,94123,"$4,500,000 ","4 bds, 4.0 ba ,3137 sqft",,https://www.zillow.com/homedetails/3150-Buchanan-St-San-Francisco-CA-94123/15071417_zpid/
New construction,,San Francisco,CA,94123,"$998,000 ","1 bds, 1.0 ba ,697 sqft",JS Sullivan Sales and Marketin,https://www.zillow.com/homedetails/2448-Lombard-St-409-San-Francisco-CA-94123/2075251040_zpid/
Condo for sale,,San Francisco,CA,94123,"$3,150,000 ","3 bds, 4.0 ba ,2529 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1754-Bay-St-San-Francisco-CA-94123/241585519_zpid/
House for sale,,San Francisco,CA,94123,"$6,500,000 ","5 bds, 6.0 ba ,4206 sqft",Compass,https://www.zillow.com/homedetails/2727-Vallejo-St-San-Francisco-CA-94123/15080824_zpid/
House for sale,,San Francisco,CA,94123,"$4,000,000 ","6 bds, None ba ,6324 sqft",Colliers International,https://www.zillow.com/homedetails/3548-Pierce-St-San-Francisco-CA-94123/2075349293_zpid/
House for sale,,San Francisco,CA,94123,"$3,700,000 ","5 bds, 5.0 ba ,3274 sqft",Compass,https://www.zillow.com/homedetails/1855-Greenwich-St-San-Francisco-CA-94123/2077186362_zpid/
House for sale,,San Francisco,CA,94123,"$13,999,000 ","4 bds, 4.0 ba ,5142 sqft",Compass,https://www.zillow.com/homedetails/2755-Fillmore-St-San-Francisco-CA-94123/15072581_zpid/
House for sale,,San Francisco,CA,94123,"$1,395,000 ","2 bds, 2.0 ba ,1320 sqft",Mark Vasquez,https://www.zillow.com/homedetails/2709-Baker-St-San-Francisco-CA-94123/2098813009_zpid/
House for sale,,San Francisco,CA,94123,"$3,795,000 ","5 bds, None ba ,3276 sqft",Mark Vasquez,https://www.zillow.com/homedetails/2709-Baker-St-2711-San-Francisco-CA-94123/2075388867_zpid/
New construction,,San Francisco,CA,94123,"$1,695,000 ","2 bds, 2.0 ba ,1044 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3131-Pierce-St-208-San-Francisco-CA-94123/2075389390_zpid/
Under Contract,,San Francisco,CA,94123,"$2,495,000 ","5 bds, None ba ,3107 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2610-Greenwich-St-2612-San-Francisco-CA-94123/2075593406_zpid/
House for sale,,San Francisco,CA,94123,"$3,600,000 ","5 bds, None ba ,4188 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2227-Lombard-St-2229-San-Francisco-CA-94123/2076570662_zpid/
House for sale,,San Francisco,CA,94123,"$4,500,000 ","3 bds, 4.0 ba ,3111 sqft",Compass,https://www.zillow.com/homedetails/2401-Green-St-San-Francisco-CA-94123/15072462_zpid/
Condo for sale,,San Francisco,CA,94123,"$1,795,000 ","2 bds, 2.0 ba ,1595 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/64-Cervantes-Blvd-San-Francisco-CA-94123/15070047_zpid/
House for sale,,San Francisco,CA,94123,"$2,645,000 ","3 bds, 1.0 ba ,3037 sqft",Kinoko,https://www.zillow.com/homedetails/2120-Greenwich-St-San-Francisco-CA-94123/241583341_zpid/
Condo for sale,,San Francisco,CA,94123,"$1,595,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/2920-Buchanan-St-APT-1-San-Francisco-CA-94123/15072010_zpid/
New construction,,San Francisco,CA,94123,"$1,649,000 ","2 bds, 2.0 ba ,1200 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3131-Pierce-St-203-San-Francisco-CA-94123/2075800429_zpid/
New construction,,San Francisco,CA,94123,"$1,049,000 ","1 bds, 1.0 ba ,721 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3131-Pierce-St-202-San-Francisco-CA-94123/2075801285_zpid/
Under Contract,,San Francisco,CA,94123,"$1,649,000 ","2 bds, 2.0 ba ,1434 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2522-Octavia-St-APT-1-San-Francisco-CA-94123/15072842_zpid/
Condo for sale,,San Francisco,CA,94115,"$4,698,000 ","4 bds, 5.0 ba ,4004 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/2117-Broadway-St-San-Francisco-CA-94115/63196659_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,195,000 ","2 bds, 2.0 ba ,1565 sqft",San Francisco Marketing,https://www.zillow.com/homedetails/520-6th-St-APT-14-San-Francisco-CA-94103/2089902919_zpid/
Condo for sale,,San Francisco,CA,94102,"$785,000 ","1 bds, 1.0 ba ,605 sqft",,https://www.zillow.com/homedetails/8-Buchanan-St-UNIT-502-San-Francisco-CA-94102/124398064_zpid/
Condo for sale,,San Francisco,CA,94111,"$960,000 ","1 bds, 1.0 ba ,1006 sqft",Compass SF,https://www.zillow.com/homedetails/733-Front-St-UNIT-209-San-Francisco-CA-94111/89236747_zpid/
Condo for sale,,San Francisco,CA,94133,"$789,000 ","1 bds, 1.0 ba ,700 sqft",Compass,https://www.zillow.com/homedetails/454-Lombard-St-APT-2-San-Francisco-CA-94133/15064381_zpid/
Condo for sale,,San Francisco,CA,94103,"$595,000 ","1 bds, 1.0 ba ,541 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3250-16th-St-APT-1-San-Francisco-CA-94103/15143314_zpid/
Condo for sale,,San Francisco,CA,94109,"$649,000 ","1 bds, 1.0 ba ,653 sqft",Present Financial Properties,https://www.zillow.com/homedetails/1700-Gough-St-APT-410-San-Francisco-CA-94109/2081720322_zpid/
Condo for sale,,San Francisco,CA,94158,"$848,000 ","1 bds, 1.0 ba ,732 sqft",,https://www.zillow.com/homedetails/300-Berry-St-UNIT-1303-San-Francisco-CA-94158/96028168_zpid/
New construction,,San Francisco,CA,94103,"$700,000 ","2 bds, 2.0 ba ,955 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/1376-Natoma-St-San-Francisco-CA-94103/2077146486_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,649,000 ","2 bds, 2.0 ba ,1259 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/501-Beale-St-UNIT-8D-San-Francisco-CA-94105/69819273_zpid/
Under Contract,,San Francisco,CA,94109,"$1,400,000 ","2 bds, 1.0 ba ,852 sqft",North Point Real Estate,https://www.zillow.com/homedetails/115-Bernard-St-San-Francisco-CA-94109/15066997_zpid/
Condo for sale,,San Francisco,CA,94105,"$2,599,000 ","2 bds, 2.0 ba ,1491 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/338-Main-St-27C-San-Francisco-CA-94105/2080573644_zpid/
Condo for sale,,San Francisco,CA,94109,"$599,000 ","1 bds, 1.0 ba ,616 sqft",T. Okamoto & Co.,https://www.zillow.com/homedetails/1001-Pine-St-UNIT-1009-San-Francisco-CA-94109/15068906_zpid/
Condo for sale,,San Francisco,CA,94110,"$895,000 ","1 bds, 2.0 ba ,910 sqft",,https://www.zillow.com/homedetails/2600-18th-St-SUITE-8-San-Francisco-CA-94110/59779960_zpid/
House for sale,,San Francisco,CA,94115,"$699,000 ","3 bds, 2.0 ba ,1032 sqft",Compass,https://www.zillow.com/homedetails/1264-Golden-Gate-Ave-B-San-Francisco-CA-94115/2106360034_zpid/
Condo for sale,,San Francisco,CA,94105,"$549,000 ","1 bds, 1.0 ba ,476 sqft",,https://www.zillow.com/homedetails/69-Clementina-St-UNIT-403-San-Francisco-CA-94105/69819230_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,349,000 ","3 bds, 2.0 ba ,1258 sqft",Compass,https://www.zillow.com/homedetails/1267-Green-St-San-Francisco-CA-94109/15066182_zpid/
Condo for sale,,San Francisco,CA,94111,"$1,450,000 ","2 bds, 2.0 ba ,1532 sqft",San Francisco R.E. Svcs.,https://www.zillow.com/homedetails/101-Lombard-St-APT-515W-San-Francisco-CA-94111/15064965_zpid/
House for sale,,San Francisco,CA,94114,"$1,895,000 ","4 bds, 2.0 ba ,2112 sqft",Compass,https://www.zillow.com/homedetails/5-Walter-St-San-Francisco-CA-94114/2076570698_zpid/
Condo for sale,,San Francisco,CA,94111,"$949,000 ","1 bds, 1.0 ba ,1030 sqft",Compass,https://www.zillow.com/homedetails/101-Lombard-St-APT-611W-San-Francisco-CA-94111/15064975_zpid/
Condo for sale,,San Francisco,CA,94158,"$2,698,888 ","2 bds, 2.0 ba ,1569 sqft",Vanguard Properties,https://www.zillow.com/homedetails/718-Long-Bridge-St-APT-1605-San-Francisco-CA-94158/2097568814_zpid/
Condo for sale,,San Francisco,CA,94105,"$749,000 ","1 bds, 1.0 ba ,694 sqft",Compass,https://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-307-San-Francisco-CA-94105/82785963_zpid/
House for sale,,San Francisco,CA,94110,"$1,295,000 ","3 bds, 2.0 ba ,1475 sqft",Vanguard Properties,https://www.zillow.com/homedetails/2812-21st-St-San-Francisco-CA-94110/2073579051_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,245,000 ","3 bds, 3.0 ba ,1642 sqft",Vanguard Properties,https://www.zillow.com/homedetails/950-Harrison-St-UNIT-101-San-Francisco-CA-94107/80744434_zpid/
New construction,,San Francisco,CA,94103,"$949,000 ","2 bds, 2.0 ba ,844 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1075-Market-St-UNIT-413-San-Francisco-CA-94103/303806296_zpid/
Condo for sale,,San Francisco,CA,94109,"$950,000 ","2 bds, 2.0 ba ,1382 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/1388-Gough-St-APT-1101-San-Francisco-CA-94109/15076791_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,050,000 ","3 bds, 1.0 ba ,1297 sqft",Compass,https://www.zillow.com/homedetails/197-Mississippi-St-A-San-Francisco-CA-94107/96040151_zpid/
Multi-family home for sale,,San Francisco,CA,94109,"$2,189,000 ","None bds, None ba ,3250 sqft",,https://www.zillow.com/homedetails/1343-1345-Greenwich-St-San-Francisco-CA-94109/2073581583_zpid/
Condo for sale,,San Francisco,CA,94105,"$2,200,000 ","2 bds, 2.0 ba ,1268 sqft",Compass,https://www.zillow.com/homedetails/301-Main-St-UNIT-35A-San-Francisco-CA-94105/2101426598_zpid/
Condo for sale,,San Francisco,CA,94114,"$1,799,000 ","3 bds, 2.0 ba ,1605 sqft",Ascend Real Estate,https://www.zillow.com/homedetails/30-Pond-St-San-Francisco-CA-94114/2142433889_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,450,000 ","2 bds, 2.0 ba ,1763 sqft",Inspire Real Estate,https://www.zillow.com/homedetails/1-Bluxome-St-APT-305-San-Francisco-CA-94107/67394816_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,099,000 ","1 bds, 2.0 ba ,1003 sqft",Compass,https://www.zillow.com/homedetails/1800-Bryant-St-SUITE-313-San-Francisco-CA-94110/54896259_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,150,000 ","2 bds, 2.0 ba ,995 sqft",Compass,https://www.zillow.com/homedetails/50-Lansing-St-UNIT-505-San-Francisco-CA-94105/71713730_zpid/
Condo for sale,,San Francisco,CA,94107,"$839,000 ","1 bds, 1.0 ba ,660 sqft",,https://www.zillow.com/homedetails/451-Kansas-St-UNIT-419-San-Francisco-CA-94107/89239205_zpid/
Condo for sale,,San Francisco,CA,94104,"$2,995,000 ","3 bds, 3.0 ba ,2485 sqft",Marker Real Estate,https://www.zillow.com/homedetails/690-Market-St-UNIT-1102-San-Francisco-CA-94104/89238030_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,349,000 ","2 bds, 1.0 ba ,1547 sqft",Compass,https://www.zillow.com/homedetails/245-5th-St-SUITE-311-San-Francisco-CA-94103/15147506_zpid/
Condo for sale,,San Francisco,CA,94107,"$875,000 ","1 bds, 2.0 ba ,860 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/200-Townsend-St-UNIT-22-San-Francisco-CA-94107/67394511_zpid/
House for sale,,San Francisco,CA,94110,"$1,299,000 ","4 bds, 2.0 ba ,2596 sqft",,https://www.zillow.com/homedetails/832-Florida-St-San-Francisco-CA-94110/2073613014_zpid/
Condo for sale,,San Francisco,CA,94107,"$898,000 ","1 bds, 1.0 ba ,887 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/976-Rhode-Island-St-San-Francisco-CA-94107/113499021_zpid/
Condo for sale,,San Francisco,CA,94107,"$998,000 ","1 bds, 1.0 ba ,866 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/974-Rhode-Island-St-San-Francisco-CA-94107/15150394_zpid/
House for sale,,San Francisco,CA,94134,"$1,550,000 ","6 bds, 4.0 ba ,3227 sqft",Compass Commercial,https://www.zillow.com/homedetails/1720-Geneva-Ave-1724-San-Francisco-CA-94134/2073574577_zpid/
New construction,,San Francisco,CA,94134,"$1,440,900+","3 bds, 3.0 ba ,1622 sqft",,https://www.zillow.com/community/lofton-at-portola/2075410486_zpid/
New construction,,San Francisco,CA,94134,"$1,450,000+","3 bds, 4.0 ba ,1789 sqft",,https://www.zillow.com/community/lofton-at-portola/2075410483_zpid/
House for sale,,San Francisco,CA,94134,"$998,889 ","3 bds, 2.0 ba ,1175 sqft",Better Homes and Gardens Thriv,https://www.zillow.com/homedetails/53-Campbell-Ave-San-Francisco-CA-94134/15173575_zpid/
Condo for sale,,San Francisco,CA,94134,"$974,000 ","3 bds, 2.0 ba ,1424 sqft",Compass,https://www.zillow.com/homedetails/501-Crescent-Way-APT-5309-San-Francisco-CA-94134/79847114_zpid/
Condo for sale,,San Francisco,CA,94134,"$699,000 ","2 bds, 2.0 ba ,935 sqft",Far East Realty,https://www.zillow.com/homedetails/401-Crescent-Ct-APT-4306-San-Francisco-CA-94134/2073815783_zpid/
House for sale,,San Francisco,CA,94134,"$888,888 ","3 bds, 1.0 ba ,1238 sqft",,https://www.zillow.com/homedetails/351-Teddy-Ave-San-Francisco-CA-94134/15173727_zpid/
New construction,,San Francisco,CA,94134,"$1,250,900+","2 bds, 3.0 ba ,1393 sqft",,https://www.zillow.com/community/lofton-at-portola/2075410484_zpid/
Condo for sale,,San Francisco,CA,94134,"$974,000 ","3 bds, 2.0 ba ,1416 sqft",,https://www.zillow.com/homedetails/401-Crescent-Ct-APT-4309-San-Francisco-CA-94134/2141400962_zpid/
House for sale,,San Francisco,CA,94134,"$1,050,000 ","4 bds, 4.0 ba ,2640 sqft",Compass,https://www.zillow.com/homedetails/25-Cora-St-San-Francisco-CA-94134/15174348_zpid/
New construction,,San Francisco,CA,94134,"$1,499,900+","3 bds, 4.0 ba ,1764 sqft",,https://www.zillow.com/community/lofton-at-portola/2075410485_zpid/
House for sale,,San Francisco,CA,94134,"$1,150,000 ","3 bds, 2.0 ba ,None sqft",Corcoran Global Living,https://www.zillow.com/homedetails/749-Colby-St-San-Francisco-CA-94134/15172055_zpid/
Condo for sale,,San Francisco,CA,94134,"$698,000 ","2 bds, 2.0 ba ,935 sqft",Vanguard Properties,https://www.zillow.com/homedetails/401-Crescent-Ct-APT-4407-San-Francisco-CA-94134/79842887_zpid/
Condo for sale,,San Francisco,CA,94134,"$799,000 ","2 bds, 2.0 ba ,984 sqft",,https://www.zillow.com/homedetails/101-Crescent-Way-APT-2408-San-Francisco-CA-94134/64971733_zpid/
House for sale,,San Francisco,CA,94134,"$1,120,952 ","3 bds, 2.0 ba ,1250 sqft",,https://www.zillow.com/homedetails/123-Gambier-St-San-Francisco-CA-94134/15166684_zpid/
Condo for sale,,San Francisco,CA,94134,"$699,000 ","2 bds, 2.0 ba ,1068 sqft",,https://www.zillow.com/homedetails/151-Stoneridge-Ln-San-Francisco-CA-94134/111928682_zpid/
New construction,,San Francisco,CA,94134,"$1,395,900+","3 bds, 4.0 ba ,1628 sqft",,https://www.zillow.com/community/lofton-at-portola/2075423000_zpid/
Condo for sale,,San Francisco,CA,94134,"$738,000 ","2 bds, 2.0 ba ,1073 sqft",Compass SF,https://www.zillow.com/homedetails/401-Crescent-Ct-APT-4213-San-Francisco-CA-94134/2075358739_zpid/
Under Contract,,San Francisco,CA,94134,"$1,448,888 ","4 bds, None ba ,2122 sqft",Intero Real Estate Services,https://www.zillow.com/homedetails/575-Oxford-St-San-Francisco-CA-94134/15169973_zpid/
House for sale,,San Francisco,CA,94134,"$699,000 ","3 bds, 1.0 ba ,990 sqft",,https://www.zillow.com/homedetails/56-Cielito-Dr-San-Francisco-CA-94134/15175914_zpid/
House for sale,,San Francisco,CA,94134,"$899,000 ","2 bds, 2.0 ba ,2100 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/526-Visitacion-Ave-528-San-Francisco-CA-94134/2075616234_zpid/
House for sale,,San Francisco,CA,94134,"$1,350,000 ","4 bds, 3.0 ba ,2610 sqft",Green Banker,https://www.zillow.com/homedetails/1823-Silliman-St-San-Francisco-CA-94134/15167591_zpid/
Under Contract,,San Francisco,CA,94134,"$599,000 ","1 bds, 1.0 ba ,807 sqft",Compass SF,https://www.zillow.com/homedetails/301-Crescent-Ct-APT-3317-San-Francisco-CA-94134/79841898_zpid/
House for sale,,San Francisco,CA,94134,"$795,000 ","3 bds, 2.0 ba ,1396 sqft",BarbCo,https://www.zillow.com/homedetails/1522-Felton-St-San-Francisco-CA-94134/15167473_zpid/
Lot / Land for sale,,San Francisco,CA,94134,"$399,998 ","None bds, None ba ,None sqft",,https://www.zillow.com/homedetails/3338-San-Bruno-Ave-San-Francisco-CA-94134/125244460_zpid/
Lot / Land for sale,,San Francisco,CA,94134,"$3,600,000 ","None bds, None ba ,None sqft",The Agency,https://www.zillow.com/homedetails/2510-Bayshore-Blvd-San-Francisco-CA-94134/2077419467_zpid/
House for sale,,San Francisco,CA,94134,"$1,888,000 ","6 bds, 5.0 ba ,5084 sqft",,https://www.zillow.com/homedetails/3733-San-Bruno-Ave-San-Francisco-CA-94134/64968894_zpid/
Condo for sale,,San Francisco,CA,94115,"$4,698,000 ","4 bds, 5.0 ba ,4004 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/2117-Broadway-St-San-Francisco-CA-94115/63196659_zpid/
Condo for sale,,San Francisco,CA,94115,"$1,849,000 ","3 bds, 3.0 ba ,1891 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2762-Pine-St-San-Francisco-CA-94115/69818988_zpid/
Condo for sale,,San Francisco,CA,94115,"$2,149,000 ","4 bds, 2.0 ba ,2321 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2764-Pine-St-San-Francisco-CA-94115/69819934_zpid/
Condo for sale,,San Francisco,CA,94115,"$2,295,000 ","3 bds, 3.0 ba ,1881 sqft",Compass,https://www.zillow.com/homedetails/1821-Turk-St-San-Francisco-CA-94115/241586012_zpid/
New construction,,San Francisco,CA,94115,"$5,800,000 ","3 bds, 4.0 ba ,2888 sqft","Helena Geng, Broker",https://www.zillow.com/homedetails/2121-Webster-St-APT-108-San-Francisco-CA-94115/249664459_zpid/
House for sale,,San Francisco,CA,94115,"$699,000 ","3 bds, 2.0 ba ,1032 sqft",Compass,https://www.zillow.com/homedetails/1264-Golden-Gate-Ave-B-San-Francisco-CA-94115/2106360034_zpid/
House for sale,,San Francisco,CA,94115,"$4,995,000 ","5 bds, 5.0 ba ,5137 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1045-Divisadero-St-San-Francisco-CA-94115/2121020098_zpid/
Condo for sale,,San Francisco,CA,94115,"$849,000 ","1 bds, 1.0 ba ,712 sqft",Vanguard Properties,https://www.zillow.com/homedetails/2049-Golden-Gate-Ave-San-Francisco-CA-94115/241586016_zpid/
House for sale,,San Francisco,CA,94115,"$1,099,000 ","2 bds, 1.0 ba ,1393 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1031-Divisadero-St-1037-San-Francisco-CA-94115/2075616406_zpid/
House for sale,,San Francisco,CA,94115,"$799,000 ","2 bds, 1.0 ba ,1015 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1031-Divisadero-St-1037-1033-San-Francisco-CA-94115/2073600082_zpid/
House for sale,,San Francisco,CA,94115,"$499,000 ","1 bds, 1.0 ba ,570 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1031-Divisadero-St-1031-1037-San-Francisco-CA-94115/2073643943_zpid/
